Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Image Src,Image Position,Image Alt Text,Status
dior-sauvage-eau-forte-travel-spray-10ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400,3,Dior Sauvage Eau Forte Travel Spray 10ml image 3,
dior-sauvage-eau-forte-travel-spray-10ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400,4,Dior Sauvage Eau Forte Travel Spray 10ml image 4,
dior-sauvage-eau-forte-travel-spray-10ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400,5,Dior Sauvage Eau Forte Travel Spray 10ml image 5,
dior-sauvage-eau-forte-30ml,Dior Sauvage Eau Forte 30ml,"<p><strong>Dior Sauvage Eau Forte 30ml</strong> by Dior is a popular mainstream cologne with strong buyer demand.</p><p>Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection.</p><p><strong>Why customers buy it:</strong> recognizable name, gift-friendly presentation, and versatile scent profile.</p><p><strong>Supplier check link:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+30ml"">View supplier listing</a></p>",Dior,Cologne,"cologne,men,dior,mainstream",TRUE,Title,Default Title,DROP8-014-DIOR-02-8046,350,24,deny,manual,67.08,85.86,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,1,Dior Sauvage Eau Forte 30ml image 1,active
dior-sauvage-eau-forte-30ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400,2,Dior Sauvage Eau Forte 30ml image 2,
dior-sauvage-eau-forte-30ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400,3,Dior Sauvage Eau Forte 30ml image 3,
dior-sauvage-eau-forte-30ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400,4,Dior Sauvage Eau Forte 30ml image 4,
dior-sauvage-eau-forte-30ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400,5,Dior Sauvage Eau Forte 30ml image 5,
dior-sauvage-eau-forte-50ml,Dior Sauvage Eau Forte 50ml,"<p><strong>Dior Sauvage Eau Forte 50ml</strong> by Dior is a popular mainstream cologne with strong buyer demand.</p><p>Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection.</p><p><strong>Why customers buy it:</strong> recognizable name, gift-friendly presentation, and versatile scent profile.</p><p><strong>Supplier check link:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+50ml"">View supplier listing</a></p>",Dior,Cologne,"cologne,men,dior,mainstream",TRUE,Title,Default Title,DROP8-015-DIOR-03-8046,350,29,deny,manual,92.88,118.89,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,1,Dior Sauvage Eau Forte 50ml image 1,active
dior-sauvage-eau-forte-50ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400,2,Dior Sauvage Eau Forte 50ml image 2,
dior-sauvage-eau-forte-50ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400,3,Dior Sauvage Eau Forte 50ml image 3,
dior-sauvage-eau-forte-50ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400,4,Dior Sauvage Eau Forte 50ml image 4,
dior-sauvage-eau-forte-50ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400,5,Dior Sauvage Eau Forte 50ml image 5,
dior-sauvage-eau-forte-100ml,Dior Sauvage Eau Forte 100ml,"<p><strong>Dior Sauvage Eau Forte 100ml</strong> by Dior is a popular mainstream cologne with strong buyer demand.</p><p>Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection.</p><p><strong>Why customers buy it:</strong> recognizable name, gift-friendly presentation, and versatile scent profile.</p><p><strong>Supplier check link:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+100ml"">View supplier listing</a></p>",Dior,Cologne,"cologne,men,dior,mainstream",TRUE,Title,Default Title,DROP8-016-DIOR-04-8046,350,36,deny,manual,129.00,165.12,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,1,Dior Sauvage Eau Forte 100ml image 1,active
dior-sauvage-eau-forte-100ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400,2,Dior Sauvage Eau Forte 100ml image 2,
dior-sauvage-eau-forte-100ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400,3,Dior Sauvage Eau Forte 100ml image 3,
dior-sauvage-eau-forte-100ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400,4,Dior Sauvage Eau Forte 100ml image 4,
dior-sauvage-eau-forte-100ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400,5,Dior Sauvage Eau Forte 100ml image 5,
dior-sauvage-eau-forte-150ml,Dior Sauvage Eau Forte 150ml,"<p><strong>Dior Sauvage Eau Forte 150ml</strong> by Dior is a popular mainstream cologne with strong buyer demand.</p><p>Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection.</p><p><strong>Why customers buy it:</strong> recognizable name, gift-friendly presentation, and versatile scent profile.</p><p><strong>Supplier check link:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+150ml"">View supplier listing</a></p>",Dior,Cologne,"cologne,men,dior,mainstream",TRUE,Title,Default Title,DROP8-017-DIOR-05-8046,350,29,deny,manual,157.38,201.45,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,1,Dior Sauvage Eau Forte 150ml image 1,active
dior-sauvage-eau-forte-150ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400,2,Dior Sauvage Eau Forte 150ml image 2,
dior-sauvage-eau-forte-150ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400,3,Dior Sauvage Eau Forte 150ml image 3,
dior-sauvage-eau-forte-150ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400,4,Dior Sauvage Eau Forte 150ml image 4,
dior-sauvage-eau-forte-150ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400,5,Dior Sauvage Eau Forte 150ml image 5,
dior-sauvage-eau-forte-200ml,Dior Sauvage Eau Forte 200ml,"<p><strong>Dior Sauvage Eau Forte 200ml</strong> by Dior is a popular mainstream cologne with strong buyer demand.</p><p>Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection.</p><p><strong>Why customers buy it:</strong> recognizable name, gift-friendly presentation, and versatile scent profile.</p><p><strong>Supplier check link:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+200ml"">View supplier listing</a></p>",Dior,Cologne,"cologne,men,dior,mainstream",TRUE,Title,Default Title,DROP8-018-DIOR-06-8046,350,22,deny,manual,183.18,234.47,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,1,Dior Sauvage Eau Forte 200ml image 1,active
dior-sauvage-eau-forte-200ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400,2,Dior Sauvage Eau Forte 200ml image 2,
dior-sauvage-eau-forte-200ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400,3,Dior Sauvage Eau Forte 200ml image 3,
dior-sauvage-eau-forte-200ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400,4,Dior Sauvage Eau Forte 200ml image 4,
dior-sauvage-eau-forte-200ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400,5,Dior Sauvage Eau Forte 200ml image 5,
dior-sauvage-eau-forte-gift-set,Dior Sauvage Eau Forte Gift Set,"<p><strong>Dior Sauvage Eau Forte Gift Set</strong> by Dior is a popular mainstream cologne with strong buyer demand.</p><p>Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection.</p><p><strong>Why customers buy it:</strong> recognizable name, gift-friendly presentation, and versatile scent profile.</p><p><strong>Supplier check link:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+Gift+Set"">View supplier listing</a></p>",Dior,Cologne,"cologne,men,dior,mainstream",TRUE,Title,Default Title,DROP8-019-DIOR-07-8046,350,14,deny,manual,148.35,189.89,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,1,Dior Sauvage Eau Forte Gift Set image 1,active
dior-sauvage-eau-forte-gift-set,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400,2,Dior Sauvage Eau Forte Gift Set image 2,
dior-sauvage-eau-forte-gift-set,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400,3,Dior Sauvage Eau Forte Gift Set image 3,
dior-sauvage-eau-forte-gift-set,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400,4,Dior Sauvage Eau Forte Gift Set image 4,
dior-sauvage-eau-forte-gift-set,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400,5,Dior Sauvage Eau Forte Gift Set image 5,
dior-sauvage-eau-forte-holiday-box,Dior Sauvage Eau Forte Holiday Box,"<p><strong>Dior Sauvage Eau Forte Holiday Box</strong> by Dior is a popular mainstream cologne with strong buyer demand.</p><p>Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection.</p><p><strong>Why customers buy it:</strong> recognizable name, gift-friendly presentation, and versatile scent profile.</p><p><strong>Supplier check link:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+Holiday+Box"">View supplier listing</a></p>",Dior,Cologne,"cologne,men,dior,mainstream",TRUE,Title,Default Title,DROP8-020-DIOR-08-8046,350,13,deny,manual,152.22,194.84,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,1,Dior Sauvage Eau Forte Holiday Box image 1,active
dior-sauvage-eau-forte-holiday-box,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400,2,Dior Sauvage Eau Forte Holiday Box image 2,
dior-sauvage-eau-forte-holiday-box,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400,3,Dior Sauvage Eau Forte Holiday Box image 3,
dior-sauvage-eau-forte-holiday-box,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400,4,Dior Sauvage Eau Forte Holiday Box image 4,
dior-sauvage-eau-forte-holiday-box,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400,5,Dior Sauvage Eau Forte Holiday Box image 5,
dior-sauvage-eau-forte-limited-edition,Dior Sauvage Eau Forte Limited Edition,"<p><strong>Dior Sauvage Eau Forte Limited Edition</strong> by Dior is a popular mainstream cologne with strong buyer demand.</p><p>Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection.</p><p><strong>Why customers buy it:</strong> recognizable name, gift-friendly presentation, and versatile scent profile.</p><p><strong>Supplier check link:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+Limited+Edition"">View supplier listing</a></p>",Dior,Cologne,"cologne,men,dior,mainstream",TRUE,Title,Default Title,DROP8-021-DIOR-09-8046,350,12,deny,manual,139.32,178.33,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,1,Dior Sauvage Eau Forte Limited Edition image 1,active
dior-sauvage-eau-forte-limited-edition,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400,2,Dior Sauvage Eau Forte Limited Edition image 2,
dior-sauvage-eau-forte-limited-edition,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400,3,Dior Sauvage Eau Forte Limited Edition image 3,
dior-sauvage-eau-forte-limited-edition,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400,4,Dior Sauvage Eau Forte Limited Edition image 4,
dior-sauvage-eau-forte-limited-edition,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400,5,Dior Sauvage Eau Forte Limited Edition image 5,
dior-sauvage-eau-forte-refill,Dior Sauvage Eau Forte Refill,"<p><strong>Dior Sauvage Eau Forte Refill</strong> by Dior is a popular mainstream cologne with strong buyer demand.</p><p>Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection.</p><p><strong>Why customers buy it:</strong> recognizable name, gift-friendly presentation, and versatile scent profile.</p><p><strong>Supplier check link:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+Refill"">View supplier listing</a></p>",Dior,Cologne,"cologne,men,dior,mainstream",TRUE,Title,Default Title,DROP8-022-DIOR-10-8046,350,18,deny,manual,118.68,151.91,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,1,Dior Sauvage Eau Forte Refill image 1,active
dior-sauvage-eau-forte-refill,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400,2,Dior Sauvage Eau Forte Refill image 2,
dior-sauvage-eau-forte-refill,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400,3,Dior Sauvage Eau Forte Refill image 3,
dior-sauvage-eau-forte-refill,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400,4,Dior Sauvage Eau Forte Refill image 4,
dior-sauvage-eau-forte-refill,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400,5,Dior Sauvage Eau Forte Refill image 5,
dior-sauvage-eau-forte-duo-pack,Dior Sauvage Eau Forte Duo Pack,"<p><strong>Dior Sauvage Eau Forte Duo Pack</strong> by Dior is a popular mainstream cologne with strong buyer demand.</p><p>Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection.</p><p><strong>Why customers buy it:</strong> recognizable name, gift-friendly presentation, and versatile scent profile.</p><p><strong>Supplier check link:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+Duo+Pack"">View supplier listing</a></p>",Dior,Cologne,"cologne,men,dior,mainstream",TRUE,Title,Default Title,DROP8-023-DIOR-11-8046,350,13,deny,manual,212.85,272.45,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,1,Dior Sauvage Eau Forte Duo Pack image 1,active
dior-sauvage-eau-forte-duo-pack,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400,2,Dior Sauvage Eau Forte Duo Pack image 2,
dior-sauvage-eau-forte-duo-pack,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400,3,Dior Sauvage Eau Forte Duo Pack image 3,
dior-sauvage-eau-forte-duo-pack,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400,4,Dior Sauvage Eau Forte Duo Pack image 4,
dior-sauvage-eau-forte-duo-pack,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400,5,Dior Sauvage Eau Forte Duo Pack image 5,
dior-sauvage-eau-forte-collector-edition,Dior Sauvage Eau Forte Collector Edition,"<p><strong>Dior Sauvage Eau Forte Collector Edition</strong> by Dior is a popular mainstream cologne with strong buyer demand.</p><p>Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection.</p><p><strong>Why customers buy it:</strong> recognizable name, gift-friendly presentation, and versatile scent profile.</p><p><strong>Supplier check link:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Dior+Sauvage+Eau+Forte+Collector+Edition"">View supplier listing</a></p>",Dior,Cologne,"cologne,men,dior,mainstream",TRUE,Title,Default Title,DROP8-024-DIOR-12-8046,350,13,deny,manual,172.86,221.26,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/500543.jpg,1,Dior Sauvage Eau Forte Collector Edition image 1,active
dior-sauvage-eau-forte-collector-edition,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400,2,Dior Sauvage Eau Forte Collector Edition image 2,
dior-sauvage-eau-forte-collector-edition,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400,3,Dior Sauvage Eau Forte Collector Edition image 3,
dior-sauvage-eau-forte-collector-edition,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400,4,Dior Sauvage Eau Forte Collector Edition image 4,
dior-sauvage-eau-forte-collector-edition,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400,5,Dior Sauvage Eau Forte Collector Edition image 5,
y-eau-de-parfum-travel-spray-10ml,Y Eau de Parfum Travel Spray 10ml,"<p><strong>Y Eau de Parfum Travel Spray 10ml</strong> by Yves Saint Laurent is a popular mainstream cologne with strong buyer demand.</p><p>Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection.</p><p><strong>Why customers buy it:</strong> recognizable name, gift-friendly presentation, and versatile scent profile.</p><p><strong>Supplier check link:</strong> <a href=""https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+Travel+Spray+10ml"">View supplier listing</a></p>",Yves Saint Laurent,Cologne,"cologne,men,ysl,mainstream",TRUE,Title,Default Title,DROP8-025-YVES-01-6176,350,19,deny,manual,34.72,44.44,TRUE,TRUE,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,1,Y Eau de Parfum Travel Spray 10ml image 1,active
y-eau-de-parfum-travel-spray-10ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400,2,Y Eau de Parfum Travel Spray 10ml image 2,
y-eau-de-parfum-travel-spray-10ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400,3,Y Eau de Parfum Travel Spray 10ml image 3,
y-eau-de-parfum-travel-spray-10ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400,4,Y Eau de Parfum Travel Spray 10ml image 4,
y-eau-de-parfum-travel-spray-10ml,,,,,,,,,,,,,,,,,,https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400,5,Y Eau de Parfum Travel Spray 10ml image 5,
