SKU,Title,Description,Price,Compare-at price,Inventory quantity,Product image URL,Additional image URLs,Status,Tags,Vendor,Product type,Requires shipping,Weight (lb),Shipping details,Source URL
ADDONLY-SB-DROP7-023-525350,Facial Hair Razors,Ideal for sensitive areas like eyebrows or lips Built-in safety guard for safe and painless trimming on delicate skin Protective cover to extend blade life The Diane facial hair razors with a quality blade and built-in safety guard provide smooth dermaplaning and shaping. Brand: Diane. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/beauty/makeup/tools-and-brushes/eyebrow-shaper/SBS-525350.html,5.99,7.49,500,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwbf831efb/images/large/SBS-525350-1.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwbf831efb/images/large/SBS-525350-1.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwbfc9c855/images/large/SBS-525350.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwbfc9c855/images/large/SBS-525350.png?sw=650&sh=650,active,"sallybeauty,drop7,makeup-tools-brushes",Diane,Makeup / Tools & Brushes,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/beauty/makeup/tools-and-brushes/eyebrow-shaper/SBS-525350.html
ADDONLY-SB-DROP7-024-655614,Charcoal Powder Cleanser,Fortified and concentrated with charcoal Packaged in travel-friendly pods Water-activated Gently draw out and cleanse away impurities with Charcoal without striping the skin of moisture. Take these pods with you anywhere and everywhere for clean skin wherever you go! Brand: Beyond Belief. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/beauty/skincare/cleansers-and-toners/charcoal-powder-cleanser/SBS-655614.html,2.00,2.50,1,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwdfd3efcc/images/large/SBS-655614-1.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwdfd3efcc/images/large/SBS-655614-1.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwfc424304/images/large/SBS-655614.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwfc424304/images/large/SBS-655614.png?sw=650&sh=650,active,"sallybeauty,drop7,skin-care-cleansers-toners",Beyond Belief,Skin Care / Cleansers & Toners,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/beauty/skincare/cleansers-and-toners/charcoal-powder-cleanser/SBS-655614.html
ADDONLY-SB-DROP7-025-169609,Body Buffing Pad,"Excellent for rough areas such as elbows, hands and knees Preps skin for lotion or self tanning products Exfoliates dead skin cells 5.5” L x 3.5”W x ¾” D Gentle on skin Beauty Secrets Body Buffing Pad will gently exfoliate the skin to help leave skin soft and silky smooth. Use it with your favorite body scrub or gentle exfoliating cleanser for maximum effect. Brand: Beauty Secrets. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/beauty/skincare/body-care/body-buffing-pad/SBS-169609.html",2.99,3.74,500,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw1375ef62/images/large/SBS-169609-2.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw1375ef62/images/large/SBS-169609-2.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw7daf3f7f/images/large/SBS-169609-1.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw7daf3f7f/images/large/SBS-169609-1.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw906216a7/images/large/SBS-169609.jpg?sw=750&sh=750&sfrm=png,active,"sallybeauty,drop7,skin-care-body-care",Beauty Secrets,Skin Care / Body Care,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/beauty/skincare/body-care/body-buffing-pad/SBS-169609.html
ADDONLY-SB-DROP7-026-008834,Glow Serum with Plant-derived Squalane,Helps to brighten and even skin tone Boosts skin's natural radiance Replenishes moisture levels Renew your skin with this rejuvenating glow serum that uses Plant-Derived Squalane to give the skin a natural boost of radiance while lightly hydrating. Brand: Here Beautiful!. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/beauty/skincare/glow-serum-with-plant-derived-squalane/SBS-008834.html,19.79,24.74,3,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw55616dc6/images/large/SBS-008834-2.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw55616dc6/images/large/SBS-008834-2.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw5c313afc/images/large/SBS-008834.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw5c313afc/images/large/SBS-008834.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw7d71cd7c/images/large/SBS-008834-1.jpg?sw=750&sh=750&sfrm=png,active,"sallybeauty,drop7,cosmetics-skin-care-skin-care",Here Beautiful!,Cosmetics & Skin Care / Skin Care,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/beauty/skincare/glow-serum-with-plant-derived-squalane/SBS-008834.html
ADDONLY-SB-DROP7-027-009851,Mini Cleansing Brush,"EcoTools Mini Deep Cleansing Brush is designed for exfoliating, removing dead skin, and clearing pores to visibly revive dull skin for a smooth, glowing base EcoTools cleansing brush is just the right sized sensitive skin care accessory that fits in the palm of your hand making it perfect for travel The face brush is infused with citrus to be antioxidant-rich, reduce redness, brighten, and protect skin for an even, radiant complexion Travel-sized facial cleansing brush comes with a storage cap to make it easy to take with you anywhere The EcoTools travel-sized Mini Cleansing Brush helps to remove dead skin and exfoliate your face to clear pores gently, even on sensitive skin for a radiant complexion. The cleansing facial brush is infused with antioxidant-rich natural citrus. Create a sudsy cleanse by dampening the face brush and applying your favorite face scrub to the bristles. A perfect at-home spa-quality skin care product. Cleanse and exfoliate the face with our fan-favorite Deep Cleansing Brush. This brush is designed to fit in your palm for easy control while cleansing. Use the storage cap to rest the brush into air dry and to pop on to take with you on the go to avoid dirt getting on the bristles. After cleansing, exfoliate your clean, dry face with the Facial Dry Brush 1-3 times per week to help remove any residual dead skin cells. Rinse your skin thoroughly with water and apply a hydrating moisturizer or serum, leaving the skin feeling fresh, clean, and soft. Rinse the brushes and leave them to air dry to maintain the quality of the product. Brand: EcoTools. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/beauty/skincare/skincare-accessories-and-tools/mini-cleansing-brush/SBS-009851.html",2.75,3.44,1,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw3d558bda/images/large/SBS-009851.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw3d558bda/images/large/SBS-009851.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw84d5b2fa/images/large/SBS-009851-2.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw84d5b2fa/images/large/SBS-009851-2.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw8db2c33d/images/large/SBS-009851-1.jpg?sw=750&sh=750&sfrm=png,active,"sallybeauty,drop7,skin-care-skincare-accessories-tools",EcoTools,Skin Care / Skincare Accessories & Tools,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/beauty/skincare/skincare-accessories-and-tools/mini-cleansing-brush/SBS-009851.html
ADDONLY-SB-DROP7-028-009492,Premium Cotton Cleansing Pads,"Perfect for all of your cosmetic needs including cleansing, applying toner, removing makeup and removing nail polish Premium cosmetic beauty pads are made with 100% lint-free cotton Luxuriously soft and absorbent and gentle on all skin types Soft premium cotton pads measures 2.2"""" x 2.2"""" Simply Soft Premium Cotton Pads are made with 100% lint-free cotton. Luxuriously soft and absorbent and gentle on all skin types. Premium cosmetic and beauty pads are perfect for all of your cosmetic needs including cleansing, applying toner, removing makeup and removing nail polish. Brand: Simply Soft. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/beauty/skincare/skincare-accessories-and-tools/premium-cotton-cleansing-pads/SBS-009492.html",9.99,12.49,1,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw05871d85/images/large/SBS-009492.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw05871d85/images/large/SBS-009492.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw74152d69/images/large/SBS-009492-1.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw74152d69/images/large/SBS-009492-1.png?sw=650&sh=650,active,"sallybeauty,drop7,skin-care-skincare-accessories-tools",Simply Soft,Skin Care / Skincare Accessories & Tools,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/beauty/skincare/skincare-accessories-and-tools/premium-cotton-cleansing-pads/SBS-009492.html
ADDONLY-SB-DROP7-029-705333,Instant Self Tanner Bronzing Mousse,"Red Algae Extract to hydrates and moisturize skin while reduces the appearance of fine lines and wrinkles Mineral Oil Free Phthalate Free Cruelty Free Sulfate Free Vegan Say goodbye to sunburn risks and hello to a year-round glow with sunless tanning magic in a bottle! Achieve that ""just off the beach"" look without the UV damage – salon-quality tanning, here you come! Fast Absorption, Pro-Level Perfection! Time to level up your tanning game with our fast absorbing self-tanner bronzing mousse. No more waiting around – it absorbs quickly into the skin. Packed with color-correcting pigment, this mousse is all about that pro-level perfection. Every Skin Type and Tone, Rejoice! Our Sunless Tanning Mousse is everyone's BFF. Hydration meets tanning power, giving you a luscious tan without the compromise. Whatever your skin tone, Instant Self-Tanner Bronzing Mousse has your back. Designed with a true neutral-golden undertone, it's a match for all skin types and tones! This spray will never turn orange, but instead will mimic the tone of naturally suntanned skin. Get ready to glow like never before! Brand: Body Drench. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/cosmetics-and-skin-care/waxing-and-tanning/self-tanning/instant-self-tanner-bronzing-mousse/SBS-705333.html",14.29,17.86,2,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw039287ab/images/large/SBS-705333.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw039287ab/images/large/SBS-705333.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw5932e7bb/images/large/SBS-705333-1.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw5932e7bb/images/large/SBS-705333-1.png?sw=650&sh=650,active,"sallybeauty,drop7,waxing-tanning-self-tanning",Body Drench,Waxing & Tanning / Self Tanning,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/cosmetics-and-skin-care/waxing-and-tanning/self-tanning/instant-self-tanner-bronzing-mousse/SBS-705333.html
ADDONLY-SB-DROP7-030-448035,14 oz All Purpose Honee Wax,"Leaves skin smooth and free of all unwanted hair Contains beneficial properties of beeswax Gentle for most delicate areas Long-lasting results All natural formula 14 ounces GiGi All Purpose Honee Wax contains the extremely beneficial properties of beeswax. It's gentle enough for your most delicate areas, while also working to thoroughly remove unwanted hair. When you apply this All Purpose Honee wax from GiGi to your skin, you'll find that it not only removes unwanted hair but instantly leaves your skin sleek, soft and silky. This is a perfect body waxing product for the skin. Brand: GiGi. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/beauty/hair-removal/eyebrow-and-body-waxes/14-oz-all-purpose-honee-wax/SBS-448035.html",14.99,18.74,500,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw346747fe/images/large/SBS-448035.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw346747fe/images/large/SBS-448035.png?sw=650&sh=650,active,"sallybeauty,drop7,waxing-tanning-waxing-hair-removal",GiGi,Waxing & Tanning / Waxing & Hair Removal,TRUE,0.875,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/beauty/hair-removal/eyebrow-and-body-waxes/14-oz-all-purpose-honee-wax/SBS-448035.html
ADDONLY-SB-DROP7-031-448508,Mini Pro Waxing Kit,"The GiGi's Mini Pro Kit is the perfect waxing starter kit containing all the necessary wax and lotions for a professional service in the comfort of home. Kit includes: Mini Heater with Adjustable Temperature, Honee Creme Wax 14oz., 8 each of Petite, Small and Large Spatulas, 25 each of Small and Large Natural Muslin Strips, 2 each of Face Strips and Body Strips, Pre-Hon, Antiseptic and Benzokal Lotion, 2oz. each, After Wax Cooling Gel 2oz., Slow Grow Skin Maintenance Lotion 4oz., 2 Collars for 14oz. cans, Rest Bar, and technician's manual. Brand: GiGi. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: Yes; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/beauty/hair-removal/eyebrow-and-body-waxes/mini-pro-waxing-kit/SBS-448508.html",64.99,81.24,500,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw02806d27/images/large/SBS-448508-3.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw02806d27/images/large/SBS-448508-3.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw22875bcc/images/large/SBS-448508-5.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw22875bcc/images/large/SBS-448508-5.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw630efaf7/images/large/SBS-448508-2.jpg?sw=750&sh=750&sfrm=png,active,"sallybeauty,drop7,waxing-tanning-waxing-hair-removal",GiGi,Waxing & Tanning / Waxing & Hair Removal,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: Yes; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/beauty/hair-removal/eyebrow-and-body-waxes/mini-pro-waxing-kit/SBS-448508.html
ADDONLY-SB-DROP7-032-448027,Azulene Wax,"Use it on your more sensitive areas Perfect for all skin types Aromatic blend Gentle formula Soft wax for use with Muslin strips GiGi Azulene Wax is a gentle, yet effective wax for all skin types. Azulene wax contains Chamomile which gives this blue wax a relaxing aroma. Use GiGi Azulene Wax on your more sensitive areas such as the upper lip, chin, underarm, bikini-line, and eyebrow. Brand: GiGi. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/beauty/hair-removal/azulene-wax/SBS-448027.html",17.99,22.49,500,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw2c25f298/images/large/SBS-448027.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw2c25f298/images/large/SBS-448027.png?sw=650&sh=650,active,"sallybeauty,drop7,cosmetics-skin-care-waxing-tanning",GiGi,Cosmetics & Skin Care / Waxing & Tanning,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/beauty/hair-removal/azulene-wax/SBS-448027.html
ADDONLY-SB-DROP7-033-008712,I want the darkest tan possible - self tan mousse,"No gimmicks, no fake tan smell just the most awesome, natural dark tan on the planet 1 hour development time, leave on for 4+ hours for darker results 100% vegan, free of nasties like parabens and i love animals Perfect for when dark just isn’t dark enough 100% cruelty free A dark, dark 1 hour self tan mousse. Let’s cut to the chase, we know you want to b.tanned. we know you want to look hot... ready for those insta selfies. so we won’t waffle about the amazing dark results; the name pretty much says it all. Just use this product and have an awesome ‘DARK’ tan instantly. simple."" Brand: b.tan. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/cosmetics-and-skin-care/waxing-and-tanning/self-tanning/i-want-the-darkest-tan-possible---self-tan-mousse/SBS-008712.html",13.99,17.49,500,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw1bd672d2/images/large/SBS-008712-4.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw1bd672d2/images/large/SBS-008712-4.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw2226e063/images/large/SBS-008712-1.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw2226e063/images/large/SBS-008712-1.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw3f72be25/images/large/SBS-008712-2.jpg?sw=750&sh=750&sfrm=png,active,"sallybeauty,drop7,waxing-tanning-self-tanning",b.tan,Waxing & Tanning / Self Tanning,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/cosmetics-and-skin-care/waxing-and-tanning/self-tanning/i-want-the-darkest-tan-possible---self-tan-mousse/SBS-008712.html
ADDONLY-SB-DROP7-034-019716,Glow Your Own Way Next Level Tan Gel,"i'm a transfer-resistant self-tan gel that you can apply & glow your own way...no rinse required i'm 100% vegan, free of nasties like parabens and i love animals so am 100% cruelty free i'll leave you with insanely dark tan results + moisturized, smooth skin enriched with hyaluronic acid + vitamin c for that ultra juicy glow crank up your tan to the next level and give yourself the insanely dark glow up you deserve with this clear and transfer-resistant self tan gel. chock full of hyaluronic acid + vitamin c that boosts your skin as you deepen that glow with no rinse required, easy peasy. Brand: b.tan. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/cosmetics-and-skin-care/waxing-and-tanning/self-tanning/glow-your-own-way-next-level-tan-gel/SBS-019716.html",16.99,21.24,355,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw08bf7509/images/large/SBS-019716-2.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw08bf7509/images/large/SBS-019716-2.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw4f1bccb3/images/large/SBS-019716-1.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw4f1bccb3/images/large/SBS-019716-1.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dwe6b678df/images/large/SBS-019716-3.jpg?sw=750&sh=750&sfrm=png,active,"sallybeauty,drop7,waxing-tanning-self-tanning",b.tan,Waxing & Tanning / Self Tanning,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/cosmetics-and-skin-care/waxing-and-tanning/self-tanning/glow-your-own-way-next-level-tan-gel/SBS-019716.html
ADDONLY-SB-DROP7-035-019718,Glow Your Own Way Tan Gel,"i'm a transfer-resistant self-tan gel that you can apply & glow your own way...no rinse required i'm 100% vegan, free of nasties like parabens and i love animals so am 100% cruelty free enriched with hyaluronic acid + vitamin c for that ultra juicy glow i'll leave you with darker tan results + moisturized smooth skin this clear, dark self tan gel is for the babes who wanna glow their own way. enriched with skincare faves hyaluronic acid + vitamin c, this self tan gel is a skincare + tan combo made in heaven for hydrated, juicy, bronzed skin. the silky smooth gel formula glides on like a dream, blends seamlessly + absorbs fast AF so you can get glowin' without the tacky tan development time. better yet, the clear, transfer-resistant, rinse-free gel means your glow will get glowin' and you can get on your way. Brand: b.tan. Shipping: Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout. Source: https://www.sallybeauty.com/cosmetics-and-skincare/waxing-and-tanning/self-tanning/glow-your-own-way-tan-gel/SBS-019718.html",16.99,21.24,500,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw763e1495/images/large/SBS-019718-1.jpg?sw=750&sh=750&sfrm=png,https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw763e1495/images/large/SBS-019718-1.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw79c05f16/images/large/SBS-019718-2.jpg?sw=750&sh=750&sfrm=png | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw79c05f16/images/large/SBS-019718-2.png?sw=650&sh=650 | https://www.sallybeauty.com/dw/image/v2/BCSM_PRD/on/demandware.static/-/Sites-SBS-SallyBeautySupply/default/dw9794afd1/images/large/SBS-019718.jpg?sw=750&sh=750&sfrm=png,active,"sallybeauty,drop7,waxing-tanning-self-tanning",b.tan,Waxing & Tanning / Self Tanning,TRUE,,Requires shipping: Yes; Ship-to-home eligible: Yes; Hazmat restriction: No; carrier-calculated shipping at checkout.,https://www.sallybeauty.com/cosmetics-and-skincare/waxing-and-tanning/self-tanning/glow-your-own-way-tan-gel/SBS-019718.html
