SKU,Title,Description,Price,Compare-at price,Inventory quantity,Product image URL,Additional image URLs,Supplier 1,Supplier 1 URL,Supplier 2,Supplier 2 URL,Supplier 3,Supplier 3 URL,Status,Tags
DROP8-028-YVES-04-6176,Y Eau de Parfum 100ml,"Y Eau de Parfum 100ml by Yves Saint Laurent is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",124.00,158.72,36,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+100ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+100ml,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+100ml,active,"cologne,men,ysl,mainstream,drop8,5photos"
DROP8-029-YVES-05-6176,Y Eau de Parfum 150ml,"Y Eau de Parfum 150ml by Yves Saint Laurent is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",151.28,193.64,29,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+150ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+150ml,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+150ml,active,"cologne,men,ysl,mainstream,drop8,5photos"
DROP8-030-YVES-06-6176,Y Eau de Parfum 200ml,"Y Eau de Parfum 200ml by Yves Saint Laurent is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",176.08,225.38,22,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+200ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+200ml,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+200ml,active,"cologne,men,ysl,mainstream,drop8,5photos"
DROP8-031-YVES-07-6176,Y Eau de Parfum Gift Set,"Y Eau de Parfum Gift Set by Yves Saint Laurent is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",142.60,182.53,14,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+Gift+Set,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+Gift+Set,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+Gift+Set,active,"cologne,men,ysl,mainstream,drop8,5photos"
DROP8-032-YVES-08-6176,Y Eau de Parfum Holiday Box,"Y Eau de Parfum Holiday Box by Yves Saint Laurent is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",146.32,187.29,13,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+Holiday+Box,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+Holiday+Box,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+Holiday+Box,active,"cologne,men,ysl,mainstream,drop8,5photos"
DROP8-033-YVES-09-6176,Y Eau de Parfum Limited Edition,"Y Eau de Parfum Limited Edition by Yves Saint Laurent is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",133.92,171.42,12,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+Limited+Edition,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+Limited+Edition,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+Limited+Edition,active,"cologne,men,ysl,mainstream,drop8,5photos"
DROP8-034-YVES-10-6176,Y Eau de Parfum Refill,"Y Eau de Parfum Refill by Yves Saint Laurent is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",114.08,146.02,18,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+Refill,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+Refill,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+Refill,active,"cologne,men,ysl,mainstream,drop8,5photos"
DROP8-035-YVES-11-6176,Y Eau de Parfum Duo Pack,"Y Eau de Parfum Duo Pack by Yves Saint Laurent is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",204.60,261.89,13,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+Duo+Pack,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+Duo+Pack,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+Duo+Pack,active,"cologne,men,ysl,mainstream,drop8,5photos"
DROP8-036-YVES-12-6176,Y Eau de Parfum Collector Edition,"Y Eau de Parfum Collector Edition by Yves Saint Laurent is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",166.16,212.68,13,https://cdn.fragrancenet.com/images/photos/900x900/325122.jpg,https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Y+Eau+de+Parfum+Collector+Edition,FragranceX,https://www.fragrancex.com/search/search_results?search=Y+Eau+de+Parfum+Collector+Edition,Perfume.com,https://www.perfume.com/search?keyword=Y+Eau+de+Parfum+Collector+Edition,active,"cologne,men,ysl,mainstream,drop8,5photos"
DROP8-037-GIOR-01-2979,Acqua di Gio Eau de Toilette Travel Spray 10ml,"Acqua di Gio Eau de Toilette Travel Spray 10ml by Giorgio Armani is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",27.72,35.48,19,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+Travel+Spray+10ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+Travel+Spray+10ml,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+Travel+Spray+10ml,active,"cologne,men,armani,mainstream,drop8,5photos"
DROP8-038-GIOR-02-2979,Acqua di Gio Eau de Toilette 30ml,"Acqua di Gio Eau de Toilette 30ml by Giorgio Armani is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",51.48,65.89,24,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+30ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+30ml,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+30ml,active,"cologne,men,armani,mainstream,drop8,5photos"
DROP8-039-GIOR-03-2979,Acqua di Gio Eau de Toilette 50ml,"Acqua di Gio Eau de Toilette 50ml by Giorgio Armani is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",71.28,91.24,29,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+50ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+50ml,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+50ml,active,"cologne,men,armani,mainstream,drop8,5photos"
DROP8-040-GIOR-04-2979,Acqua di Gio Eau de Toilette 100ml,"Acqua di Gio Eau de Toilette 100ml by Giorgio Armani is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",99.00,126.72,36,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,https://images.unsplash.com/photo-1683401100111-40306e381429?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sanket-mishra-olwncwHENlQ-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+100ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+100ml,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+100ml,active,"cologne,men,armani,mainstream,drop8,5photos"
DROP8-041-GIOR-05-2979,Acqua di Gio Eau de Toilette 150ml,"Acqua di Gio Eau de Toilette 150ml by Giorgio Armani is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",120.78,154.60,29,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,https://images.unsplash.com/photo-1623607037050-ac8e7cce86c6?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tron-le--eYFABw8b0c-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+150ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+150ml,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+150ml,active,"cologne,men,armani,mainstream,drop8,5photos"
DROP8-042-GIOR-06-2979,Acqua di Gio Eau de Toilette 200ml,"Acqua di Gio Eau de Toilette 200ml by Giorgio Armani is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",140.58,179.94,22,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,https://images.unsplash.com/photo-1635847421955-db26af776e5d?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=marie-g-Qjdzsw-lBJ4-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+200ml,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+200ml,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+200ml,active,"cologne,men,armani,mainstream,drop8,5photos"
DROP8-043-GIOR-07-2979,Acqua di Gio Eau de Toilette Gift Set,"Acqua di Gio Eau de Toilette Gift Set by Giorgio Armani is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",113.85,145.73,14,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,https://images.unsplash.com/photo-1717154462649-e0c67fa0f556?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=harper-sunday-mtCh6Ny8LaU-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+Gift+Set,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+Gift+Set,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+Gift+Set,active,"cologne,men,armani,mainstream,drop8,5photos"
DROP8-044-GIOR-08-2979,Acqua di Gio Eau de Toilette Holiday Box,"Acqua di Gio Eau de Toilette Holiday Box by Giorgio Armani is a popular mainstream cologne with strong buyer demand. Fresh citrus opening, aromatic heart, and smooth amber/woody dry-down. Built for everyday wear, date nights, and special events with long-lasting projection. Why customers buy it: recognizable name, gift-friendly presentation, and versatile scent profile. Supplier check link: View supplier listing",116.82,149.53,13,https://cdn.fragrancenet.com/images/photos/900x900/126343.jpg,https://images.unsplash.com/photo-1712995518948-93c10327836b?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=laura-chouette--bNjKyrm9CM-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1768025719875-48ed072f3084?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=tuaans-xsS6wfjFTcw-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1669200141274-38ae8632a86a?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=sticker-it-XlacyI9_9DI-unsplash.jpg&w=1400 | https://images.unsplash.com/photo-1564644411635-5ec7c9aca726?ixlib=rb-4.1.0&q=85&fm=jpg&crop=entropy&cs=srgb&dl=21-swan-3C5ZfCLSGC4-unsplash.jpg&w=1400,FragranceNet,https://www.fragrancenet.com/search/?gsearch=Acqua+di+Gio+Eau+de+Toilette+Holiday+Box,FragranceX,https://www.fragrancex.com/search/search_results?search=Acqua+di+Gio+Eau+de+Toilette+Holiday+Box,Perfume.com,https://www.perfume.com/search?keyword=Acqua+di+Gio+Eau+de+Toilette+Holiday+Box,active,"cologne,men,armani,mainstream,drop8,5photos"
